instance_id,course_code,course_name,ects_credits,provider,start_date,end_date,instructor_name,instructor_email,location,description,enrollment
5075,UNUD-AGR-904-97BCEF,Optimization Theory II,18,University of Udine,2024-06-03,2024-10-03,Prof. Lorenzo Rossi,lorenzo.rossi@uniud.it,Sala Riunioni,"An advanced module covering theory and practice in optimization theory ii, with emphasis on real-world applications.",106
5076,UNUD-MED-878-C5FCD1,Quantum Mechanics,12,University of Udine,2025-10-06,2025-12-06,Prof. Dr. Valentina Rossi,valentina.rossi@uniud.it,Sala Conferenze,Foundational survey of quantum mechanics. Prerequisites include basic mathematics and programming proficiency.,21
5077,UNUD-MED-906-FC38E5,Modern History Advanced,5,University of Udine,2023-09-27,2024-01-27,Dr. Martina Marino,martina.marino@uniud.it,Lab Informatica,,165
5078,UNUD-INF-893-49630F,Biochemistry,3,University of Udine,2023-10-02,2024-03-02,Dr. Alessia Costa,alessia.costa@uniud.it,Aula Disegno,"This course introduces students to the core concepts of biochemistry through lectures, exercises and a final project.",34
5079,UNUD-FIS-883-857B94,Social Psychology,4,University of Udine,2023-03-13,2023-08-13,Dr. Valentina Greco,valentina.greco@uniud.it,Lab Informatica,This module develops both theoretical understanding and hands-on skills in social psychology via weekly lab sessions.,167
5080,UNUD-ECO-877-B9F888,Cybersecurity Fundamentals,10,University of Udine,2024-02-20,2024-04-20,Dr. Beatrice Bruno,beatrice.bruno@uniud.it,Polo Umanistico B,Foundational survey of cybersecurity fundamentals. Prerequisites include basic mathematics and programming proficiency.,254
5081,UNUD-FIS-892-037F14,Sustainable Development,9,University of Udine,2024-05-04,2024-09-04,Prof. Dr. Matteo De Luca,matteo.de luca@uniud.it,Laboratorio Chimica 2,This module develops both theoretical understanding and hands-on skills in sustainable development via weekly lab sessions.,176
5082,UNUD-AGR-893-28A588,Information Theory,10,University of Udine,2024-09-25,2025-01-25,Prof. Dr. Simone Mariani,simone.mariani@uniud.it,Lab Informatica,"An advanced module covering theory and practice in information theory, with emphasis on real-world applications.",122
5083,UNUD-CHI-905-567505,Complex Analysis,12,University of Udine,2025-01-20,2025-06-20,Dr. Aurora Greco,,Lab Informatica,,164
5084,UNUD-DIR-884-97FAA8,Software Testing,12,University of Udine,2024-06-22,2024-09-22,Prof. Dr. Tommaso Galli,tommaso.galli@uniud.it,Aula Magna,This module develops both theoretical understanding and hands-on skills in software testing via weekly lab sessions.,61
5085,UNUD-ING-891-77FA7D,Systems Programming,6,University of Udine,2025-04-12,2025-09-12,Prof. Dr. Martina Rossi,martina.rossi@uniud.it,Palazzo Florio,"An advanced module covering theory and practice in systems programming, with emphasis on real-world applications.",277
5086,UNUD-AGR-901-4FCE42,Software Engineering,3,University of Udine,2023-06-18,2023-10-18,Prof. Giulia Fontana,giulia.fontana@uniud.it,Online (Teams),Database Systems is an undergraduate course exploring foundational topics and selected case studies.,71
5087,UNUD-STO-870-414E10,Discrete Mathematics,5,University of Udine,2024-06-06,2024-08-06,Prof. Giulia Rinaldi,giulia.rinaldi@uniud.it,Aula Magna Udine,Discrete Mathematics is an undergraduate course exploring foundational topics and selected case studies.,242
5088,UNUD-ECO-902-154A85,Modern Architecture,6,University of Udine,2024-11-08,2025-02-08,Prof. Dr. Chiara Greco,chiara.greco@uniud.it,Sala Conferenze,Foundational survey of modern architecture. Prerequisites include basic mathematics and programming proficiency.,
5089,UNUD-DIR-878-2D2359,Reinforcement Learning,6,University of Udine,2022-05-10,2022-07-10,Prof. Luca Rossi,luca.rossi@uniud.it,Lab Informatica,"Graduate-level seminar on reinforcement learning; students read papers, complete assignments and present a final project.",198
5090,UNUD-STO-884-A46C5A,Evolutionary Biology,5,University of Udine,2023-03-25,2023-07-25,Prof. Dr. Matteo Mariani,matteo.mariani@uniud.it,Biblioteca Centrale,Evolutionary Biology is an undergraduate course exploring foundational topics and selected case studies.,144
5091,UNUD-MED-897-FFEED2,61406,3,University of Udine,2024-02-15,2024-05-15,Dr. Aurora Gallo,aurora.gallo@uniud.it,Biblioteca Centrale,Genomics is an undergraduate course exploring foundational topics and selected case studies.,46
5092,UNUD-CHI-899-0D2523,Ancient Civilizations,0,University of Udine,2025-06-06,2025-10-06,Dr. Martina Rinaldi,martina.rinaldi@uniud.it,Polo Umanistico B,"This course introduces students to the core concepts of ancient civilizations through lectures, exercises and a final project.",62
5093,UNUD-STO-881-3AF9CA,Antenna Theory,12,University of Udine,2023-01-21,2023-07-21,Prof. Dr. Giulia De Luca,giulia.de luca@tu-chemnitz.de,Laboratorio Chimica 2,Antenna Theory is an undergraduate course exploring foundational topics and selected case studies.,149
5094,UNUD-AGR-891-3D4EE6,Ecology,3,University of Udine,2024-04-22,2024-06-22,Prof. Giuseppe Ricci,giuseppe.ricci@uniud.it,Polo Scientifico A,"An advanced module covering theory and practice in ecology, with emphasis on real-world applications.",117
5095,UNUD-DIR-887-0F0F2D,Real Analysis,12,University of Udine,2022-08-19,2022-11-19,Prof. Dr. Giulia Rossi,giulia.rossi@uniud.it,Aula Magna Rizzi,Foundational survey of real analysis. Prerequisites include basic mathematics and programming proficiency.,170
5096,UNUD-ECO-892-03A0DB,Discourse Analysis,9,University of Udine,2025-03-05,2025-07-05,Dr. Valentina Bruno,valentina.bruno@uniud.it,Aula 1B,Foundational survey of discourse analysis. Prerequisites include basic mathematics and programming proficiency.,128
5097,UNUD-MAT-884-5551D1,Anatomy,10,University of Udine,2022-10-21,2022-12-21,Dr. Andrea Galli,andrea.galli@uniud.it,Sala Riunioni,Foundational survey of anatomy. Prerequisites include basic mathematics and programming proficiency.,181
5098,UNUD-LET-894-5543F9,Game Theory,10,University of Udine,2023-06-15,2023-11-15,Prof. Francesca Conti,francesca.conti@uniud.it,Aula 3C,"This course introduces students to the core concepts of game theory through lectures, exercises and a final project.",204
5099,UNUD-ECO-871-4A8E58,Natural Language Processing,3,University of Udine,2025-07-27,2026-01-27,Prof. Lorenzo Caruso,lorenzo.caruso@uniud.it,Palazzo Florio,"This course introduces students to the core concepts of natural language processing through lectures, exercises and a final project.",300
5100,UNUD-INF-902-C504F0,Microeconomics,62,University of Udine,2022-02-11,2022-04-11,Dr. Davide Rinaldi,davide.rinaldi@uniud.it,Aula Disegno,"This course introduces students to the core concepts of microeconomics through lectures, exercises and a final project.",257
5101,UNUD-ECO-898-2AAA3C,Speech Recognition,6,University of Udine,2022-06-09,2022-12-09,Prof. Dr. Aurora Ricci,aurora.ricci@uniud.it,Palazzo Antonini,Speech Recognition is an undergraduate course exploring foundational topics and selected case studies.,93
5102,UNUD-INF-880-707C77,Systems Programming,4,University of Udine,2024-09-05,2024-12-05,Prof. Dr. Francesca Greco,francesca.greco@uniud.it,Aula Magna,Systems Programming is an undergraduate course exploring foundational topics and selected case studies.,51
5103,UNUD-MED-900-5FD3D2,Ethics in Technology,3,University of Udine,2023-06-05,2023-09-05,Prof. Marco Rossi,marco.rossi@uniud.it,Sala Riunioni,Statistics for Data Science is an undergraduate course exploring foundational topics and selected case studies.,37
5104,UNUD-INF-873-332C41,Systems Programming,6,University of Udine,2022-07-02,2022-11-02,Prof. Laura Costa,laura.costa@udg.edu,Palazzo Florio,"Graduate-level seminar on systems programming; students read papers, complete assignments and present a final project.",200
5105,UNUD-LET-890-23456B,High Performance Computing,4,University of Udine,2025-07-17,2025-11-17,Dr. Simone Marino,simone.marino@uniud.it,Aula Magna Rizzi,High Performance Computing is an undergraduate course exploring foundational topics and selected case studies.,272
5106,UNUD-STO-882-38A04D,Functional Analysis,8,University of Udine,2024-08-26,2025-01-26,Prof. Beatrice Rinaldi,beatrice.rinaldi@uniud.it,Lab Informatica,Foundational survey of functional analysis. Prerequisites include basic mathematics and programming proficiency.,251
5107,UNUD-DIR-880-641857,Developmental Psychology,10,University of Udine,2024-04-22,2024-06-22,Dr. Beatrice Giordano,beatrice.giordano@uniud.it,Laboratorio Chimica 2,This module develops both theoretical understanding and hands-on skills in developmental psychology via weekly lab sessions.,142
5108,UNUD-LET-876-81D216,Nanotechnology,9,University of Udine,2024-11-18,2025-04-18,Dr. Chiara Rinaldi,chiara.rinaldi@uniud.it,Aula Magna Udine,"An advanced module covering theory and practice in nanotechnology, with emphasis on real-world applications.",41
5109,UNUD-STO-874-CF2953,Semantics,8,University of Udine,2023-07-12,2023-09-12,Prof. Luca Fontana,luca.fontana@uniud.it,Polo Umanistico B,This module develops both theoretical understanding and hands-on skills in semantics via weekly lab sessions.,91
5110,UNUD-AGR-880-83E445,Reinforcement Learning,12,University of Udine,2025-08-14,2026-01-14,Dr. Giulia Mancini,giulia.mancini@uniud.it,Sala Conferenze,"An advanced module covering theory and practice in reinforcement learning, with emphasis on real-world applications.",204
5111,UNUD-ING-900-4EA9EC,Cell Biology,6,University of Udine,2023-02-13,2023-05-13,Prof. Dr. Simone Mariani,simone.mariani@uniud.it,Online (Teams),Foundational survey of cell biology. Prerequisites include basic mathematics and programming proficiency.,162
5112,UNUD-ECO-893-0E3967,Modern History,8,University of Udine,2025-04-11,2025-08-11,Dr. Francesca Santoro,francesca.santoro@uniud.it,Laboratorio Chimica 2,This module develops both theoretical understanding and hands-on skills in modern history via weekly lab sessions.,76
5113,UNUD-INF-872-DDE737,European Politics,5,University of Udine,2025-04-08,2025-08-08,Prof. Dr. Giulia Rossi,giulia.rossi@uniud.it,Palazzo Florio,"This course introduces students to the core concepts of european politics through lectures, exercises and a final project.",121
5114,UNUD-MED-874-86A024,Functional Analysis,4,University of Udine,2022-07-15,2023-01-15,Prof. Dr. Luca Barbieri,luca.barbieri@uniud.it,Laboratorio Chimica 2,Functional Analysis is an undergraduate course exploring foundational topics and selected case studies.,41
5115,UNUD-MAT-903-4DD072,Contract Law,8,University of Udine,2025-09-08,2026-03-08,Prof. Dr. Federico Barbieri,federico.barbieri@uniud.it,Aula Disegno,Foundational survey of contract law. Prerequisites include basic mathematics and programming proficiency.,105
5116,UNUD-ECO-894-AD19DE,Game Theory,12,University of Udine,2023-04-02,2023-09-02,Prof. Dr. Giuseppe Giordano,giuseppe.giordano@uniud.it,Palazzo Antonini,"This course introduces students to the core concepts of game theory through lectures, exercises and a final project.",132
5117,UNUD-ECO-903-C426A0,Cultural Anthropology,10,University of Udine,2024-04-19,2024-10-19,Prof. Luca Marino,luca.marino@uniud.it,Polo Umanistico B,"Graduate-level seminar on cultural anthropology; students read papers, complete assignments and present a final project.",
5118,UNUD-MAT-878-FE3302,Mechatronics,9,University of Udine,2023-10-09,2023-12-09,Dr. Elena Rinaldi,elena.rinaldi@uniud.it,Laboratorio Chimica 2,Foundational survey of mechatronics. Prerequisites include basic mathematics and programming proficiency.,85
5119,UNUD-MAT-872-F67313,Augmented Reality,9,University of Udine,2022-04-01,2022-10-01,Prof. Valentina Bianchi,valentina.bianchi@uniud.it,Aula Magna Rizzi,"Graduate-level seminar on augmented reality; students read papers, complete assignments and present a final project.",23
5120,UNUD-DIR-875-BF94B7,Medieval Europe,12,University of Udine,2025-03-19,2025-09-19,Dr. Beatrice Martini,beatrice.martini@uniud.it,Laboratorio Chimica 2,"An advanced module covering theory and practice in medieval europe, with emphasis on real-world applications.",248
5121,UNUD-INF-892-AA6A01,Cybersecurity Fundamentals,9,University of Udine,2023-07-16,2023-11-16,Prof. Elena Moretti,elena.moretti@uniud.it,Palazzo Florio,Foundational survey of cybersecurity fundamentals. Prerequisites include basic mathematics and programming proficiency.,218
5122,UNUD-INF-895-3D7547,Mechatronics,6,University of Udine,2024-04-20,2024-10-20,Dr. Alessandro Rizzo,alessandro.rizzo@uniud.it,Aula 3C,Mechatronics is an undergraduate course exploring foundational topics and selected case studies.,134
5123,UNUD-AGR-878-F79343,Genetics,5,University of Udine,2022-01-02,2022-03-02,Prof. Dr. Sara Martini,sara.martini@uniud.it,Aula Magna Rizzi,Genetics is an undergraduate course exploring foundational topics and selected case studies.,148
5124,UNUD-INF-889-0339DE,Embedded Systems,8,University of Udine,2025-07-12,2025-11-12,Prof. Elena Lombardi,elena.lombardi@uniud.it,Aula Magna Udine,Foundational survey of embedded systems. Prerequisites include basic mathematics and programming proficiency.,165
5125,UNUD-AGR-888-A8A26B,DevOps Engineering,10,University of Udine,2022-12-12,2023-02-12,Prof. Dr. Giuseppe Galli,giuseppe.galli@uniud.it,Online (Teams),"Graduate-level seminar on devops engineering; students read papers, complete assignments and present a final project.",98
5126,UNUD-MED-886-AAAABB,Physiology,9,University of Udine,2025-03-10,2025-09-10,Dr. Andrea Ricci,andrea.ricci@uniud.it,Biblioteca Centrale,"Graduate-level seminar on physiology; students read papers, complete assignments and present a final project.",115
5127,UNUD-CHI-884-B6FED9,Power Electronics,9,University of Udine,2024-09-06,2024-12-06,Prof. Simone Rizzo,simone.rizzo@uniud.it,Sala Conferenze,"An advanced module covering theory and practice in power electronics, with emphasis on real-world applications.",215
5128,UNUD-STO-875-468DD8,Discourse Analysis,4,University of Udine,2023-09-11,2024-02-11,Prof. Dr. Matteo Bruno,matteo.bruno@uniud.it,Aula 3C,"This course introduces students to the core concepts of discourse analysis through lectures, exercises and a final project.",209
5129,UNUD-CHI-887-4D8E5D,Classical Mechanics,10,University of Udine,2023-07-17,2023-09-17,Dr. Aurora Rossi,aurora.rossi@uniud.it,Lab Informatica,Classical Mechanics is an undergraduate course exploring foundational topics and selected case studies.,113
5130,unud-chi-909-2720E9,International Law,6,University of Udine,2024-05-02,2024-11-02,Prof. Dr. Martina Marino,martina.marino@uniud.it,Online (Teams),This module develops both theoretical understanding and hands-on skills in international law via weekly lab sessions.,299
5131,UNUD-STO-888-506940,Music Theory,10,University of Udine,2025-01-22,2025-05-22,Prof. Luca Martini,luca.martini@uniud.it,Online (Teams),Foundational survey of music theory. Prerequisites include basic mathematics and programming proficiency.,98
5132,UNUD-ING-897-695C65,Speech Recognition,3,University of Udine,2023-02-10,2023-05-10,Prof. Laura Gallo,laura.gallo@uniud.it,Polo Umanistico B,Foundational survey of speech recognition. Prerequisites include basic mathematics and programming proficiency.,239
5133,UNUD-ECO-886-D74E05,Cryptography Basics,9,University of Udine,2025-08-11,2025-10-11,Prof. Elena Ricci,elena.ricci@uniud.it,Biblioteca Centrale,"Graduate-level seminar on cryptography basics; students read papers, complete assignments and present a final project.",178
5134,UNUD-AGR-882-334CA4,Advanced Calculus,6,University of Udine,2022-11-14,2023-03-14,Prof. Martina Barbieri,martina.barbieri@uniud.it,Sala Conferenze,"An advanced module covering theory and practice in advanced calculus, with emphasis on real-world applications.",130
5135,UNUD-GEO-903-51A1F6,Ancient Civilizations,16,University of Udine,2024-10-22,2025-01-22,Dr. Alessia Fontana,alessia.fontana@uniud.it,Polo Umanistico B,"An advanced module covering theory and practice in ancient civilizations, with emphasis on real-world applications.",80
5136,abc-297252,Mechatronics Advanced,8,University of Udine,2025-06-20,2025-11-20,Dr. Sara Bianchi,sara.bianchi@uniud.it,Polo Umanistico B,Foundational survey of mechatronics advanced. Prerequisites include basic mathematics and programming proficiency.,72
5137,UNUD-GEO-887-284E3C,Human Computer Interaction,6,University of Udine,2025-12-26,2026-03-26,Prof. Valentina Rossi,valentina.rossi@uniud.it,Lab Informatica,"An advanced module covering theory and practice in human computer interaction, with emphasis on real-world applications.",112
5138,UNUD-MED-908-6DE014,Public Finance III,5,University of Udine,2025-01-18,2025-06-18,Unknown Instructor,peter.wolf@tu-chemnitz.de,Palazzo Florio,"An advanced module covering theory and practice in public finance iii, with emphasis on real-world applications.",62
5139,UNUD-GEO-882-01A4A9,Health Informatics,8,University of Udine,2023-01-10,2023-04-10,Dr. Federico Caruso,federico.caruso@uniud.it,Sala Riunioni,This module develops both theoretical understanding and hands-on skills in health informatics via weekly lab sessions.,100
5140,UNUD-MAT-900-4B395F,Plasma Physics,5,University of Udine,2024-08-23,2025-02-23,Prof. Dr. Francesca Ricci,francesca.ricci@uniud.it,Aula 1B,"An advanced module covering theory and practice in plasma physics, with emphasis on real-world applications.",117
5141,UNUD-FIS-910-5BF67C,85793,8,University of Udine,2022-01-28,2022-04-28,Dr. Alessia Rinaldi,alessia.rinaldi@uniud.it,Palazzo Antonini,"An advanced module covering theory and practice in real analysis advanced, with emphasis on real-world applications.",180
5142,UNUD-MAT-892-5D07A5,Constitutional Law,5,University of Udine,2024-05-11,2024-08-11,Dr. Aurora Fontana,aurora.fontana@uniud.it,Biblioteca Centrale,"An advanced module covering theory and practice in constitutional law, with emphasis on real-world applications.",177
5143,UNUD-DIR-872-94ED2D,Public Health,3,University of Udine,2023-03-16,2023-09-16,Prof. Aurora Barbieri,aurora.barbieri@uniud.it,Aula Magna Rizzi,"Graduate-level seminar on public health; students read papers, complete assignments and present a final project.",21
5144,UNUD-GEO-896-9BE2D7,Linear Algebra,5,University of Udine,2022-09-12,2022-11-12,Prof. Dr. Marco Barbieri,marco.barbieri@uniud.it,Lab Informatica,"Graduate-level seminar on statistics for data science; students read papers, complete assignments and present a final project.",82
5145,UNUD-ING-880-0889E9,Time Series Analysis,4,University of Udine,2024-11-14,2025-05-14,Prof. Marco Mancini,marco.mancini@uniud.it,Biblioteca Centrale,Time Series Analysis is an undergraduate course exploring foundational topics and selected case studies.,86
5146,UNUD-STO-901-829D7A,Contract Law,10,University of Udine,,2023-07-05,Prof. Dr. Valentina Mancini,valentina.mancini@uniud.it,Aula Magna Rizzi,"This course introduces students to the core concepts of contract law through lectures, exercises and a final project.",169
5147,UNUD-LET-901-4F653E,Social Psychology,8,University of Udine,2023-04-21,2023-10-21,Dr. Alessia Giordano,,Polo Scientifico A,"An advanced module covering theory and practice in social psychology, with emphasis on real-world applications.",
5148,UNUD-MAT-915-2EB5A7,Mathematical Logic,0,University of Udine,2022-06-06,2022-10-06,Prof. Alessia Santoro,alessia.santoro@uniud.it,Online (Teams),"This course introduces students to the core concepts of mathematical logic through lectures, exercises and a final project.",252
5149,UNUD-STO-871-C50BAC,Organic Chemistry,6,University of Udine,2025-06-06,2025-11-06,Prof. Dr. Giuseppe Rossi,giuseppe.rossi@uniud.it,Aula 1B,Organic Chemistry is an undergraduate course exploring foundational topics and selected case studies.,206
5150,UNUD-FIS-913-A273A4,Pharmacology III,3,University of Udine,2022-04-27,2022-09-27,Prof. Dr. Matteo Bruno,matteo.bruno@uniud.it,Online (Teams),Pharmacology III is an undergraduate course exploring foundational topics and selected case studies.,598
5151,UNUD-CHI-891-0449BB,Advanced Calculus,9,University of Udine,2024-03-28,2024-08-28,Prof. Aurora Rossi,aurora.rossi@uniud.it,Aula Magna,"An advanced module covering theory and practice in advanced calculus, with emphasis on real-world applications.",220
5152,UNUD-STO-900-7519F4,Solid State Physics,3,University of Udine,2024-03-11,2024-08-11,Prof. Simone Ricci,simone.ricci@uniud.it,Biblioteca Centrale,This module develops both theoretical understanding and hands-on skills in solid state physics via weekly lab sessions.,284
5153,UNUD-ECO-888-67F0C0,Multi-Agent Systems,9,University of Udine,2022-11-20,2023-03-20,Prof. Laura Costa,laura.costa@udg.edu,Aula 3C,"This course introduces students to the core concepts of multi-agent systems through lectures, exercises and a final project.",46
5154,UNUD-DIR-899-31C2D3,Semantic Web,8,University of Udine,2024-01-10,2024-05-10,Dr. Luca Bianchi,luca.bianchi@uniud.it,Aula 3C,Semantic Web is an undergraduate course exploring foundational topics and selected case studies.,170
5155,UNUD-CHI-906-82EE2F,Quantum Computing,12,University of Udine,2025-11-28,2026-04-28,Dr. Aurora Barbieri,aurora.barbieri@uniud.it,Aula 3C,This module develops both theoretical understanding and hands-on skills in quantum computing via weekly lab sessions.,899
5156,UNUD-LET-904-01D013,Graph Algorithms II,4,University of Udine,2027-09-01,2030-06-20,Prof. Dr. Martina Rossi,martina.rossi@uniud.it,Aula Magna Udine,"This course introduces students to the core concepts of graph algorithms ii through lectures, exercises and a final project.",171
5157,UNUD-CHI-894-04923D,Materials Science,9,University of Udine,2023-04-05,2023-06-05,Prof. Alessia Moretti,alessia.moretti@uniud.it,Aula 3C,"Graduate-level seminar on materials science; students read papers, complete assignments and present a final project.",24
5158,UNUD-AGR-899-5E611A,Project Management,0,University of Udine,2022-06-27,2022-10-27,Dr. Luca Ricci,luca.ricci@uniud.it,Online (Teams),"This course introduces students to the core concepts of project management through lectures, exercises and a final project.",26
5159,UNUD-MAT-890-44A227,Immunology,8,University of Udine,2022-04-13,2022-10-13,Prof. Federico Ricci,federico.ricci@uniud.it,Polo Scientifico A,Immunology is an undergraduate course exploring foundational topics and selected case studies.,196
5160,UNUD-GEO-876-DC0E3F,Macroeconomics,8,University of Udine,2025-01-05,2025-05-05,Dr. Elena Martini,elena.martini@uniud.it,Aula Disegno,"An advanced module covering theory and practice in macroeconomics, with emphasis on real-world applications.",197
5161,UNUD-ECO-879-C313DE,Contract Law,3,University of Udine,2025-06-25,2025-09-25,Dr. Riccardo Bruno,riccardo.bruno@uniud.it,Palazzo Florio,"Graduate-level seminar on contract law; students read papers, complete assignments and present a final project.",203
5162,UNUD-INF-875-21C5F3,Plasma Physics,8,University of Udine,2022-09-20,2023-03-20,Dr. Alessandro Mariani,alessandro.mariani@uniud.it,Polo Scientifico A,"This course introduces students to the core concepts of plasma physics through lectures, exercises and a final project.",183
5163,UNUD-STO-894-34FD81,Classical Mechanics,12,University of Udine,2022-11-05,2023-02-05,Dr. Laura Giordano,laura.giordano@uniud.it,Lab Informatica,"Graduate-level seminar on classical mechanics; students read papers, complete assignments and present a final project.",291
5164,UNUD-DIR-894-7692B6,Data Mining,4,University of Udine,2025-10-12,2025-12-12,Prof. Dr. Martina Rinaldi,martina.rinaldi@uniud.it,Polo Scientifico A,Foundational survey of data mining. Prerequisites include basic mathematics and programming proficiency.,150
5165,UNUD-FIS-906-93B602,Complexity Theory III,3,University of Udine,2025-08-14,,Dr. Davide Greco,davide.greco@uniud.it,Aula Magna,This module develops both theoretical understanding and hands-on skills in complexity theory iii via weekly lab sessions.,247
5166,UNUD-ING-903-38C9C5,Complexity Theory,10,University of Udine,2022-11-24,2022-11-24,Prof. Dr. Alessia Bruno,alessia.bruno@uniud.it,Laboratorio Chimica 2,This module develops both theoretical understanding and hands-on skills in complexity theory via weekly lab sessions.,235
5167,UNUD-MED-892-9D1D32,Financial Markets,10,University of Udine,2024-07-05,2025-01-05,Prof. Sofia Santoro,sofia.santoro@uniud.it,Aula Disegno,"Graduate-level seminar on financial markets; students read papers, complete assignments and present a final project.",79
5168,UNUD-MED-873-E712B0,Computational Linguistics,12,University of Udine,2023-08-28,2023-12-28,Prof. Elena Costa,elena.costa@uniud.it,Laboratorio Chimica 2,"An advanced module covering theory and practice in computational linguistics, with emphasis on real-world applications.",285
5169,UNUD-LET-887-3BBDB9,Augmented Reality,3,University of Udine,2024-02-28,2024-06-28,Prof. Dr. Giuseppe Rinaldi,giuseppe.rinaldi@uniud.it,Aula Disegno,Foundational survey of augmented reality. Prerequisites include basic mathematics and programming proficiency.,111
5170,UNUD-AGR-897-508378,Numerical Methods,3,University of Udine,2024-07-23,2024-09-23,Prof. Sofia Bruno,sofia.bruno@uniud.it,Online (Teams),"Graduate-level seminar on numerical methods; students read papers, complete assignments and present a final project.",18
5171,UNUD-FIS-885-878F9E,Physical Chemistry,10,University of Udine,2025-01-07,2025-03-07,Prof. Riccardo Moretti,riccardo.moretti@uniud.it,Aula 1B,This module develops both theoretical understanding and hands-on skills in physical chemistry via weekly lab sessions.,240
5172,UNUD-CHI-873-86508F,Thermodynamics,3,University of Udine,2023-05-03,2023-07-03,Prof. Dr. Federico Caruso,federico.caruso@uniud.it,Laboratorio Chimica 2,Foundational survey of thermodynamics. Prerequisites include basic mathematics and programming proficiency.,119
5173,UNUD-MAT-907-C2F3E8,Network Security,6,University of Udine,2022-08-07,2022-10-07,Dr. Matteo Ferrara,matteo.ferrara@uniud.it,Sala Riunioni,"An advanced module covering theory and practice in network security, with emphasis on real-world applications.",112
5174,UNUD-GEO-897-D1E304,Internet of Things,86,University of Udine,2024-05-16,2024-11-16,Dr. Sara Caruso,sara.caruso@uniud.it,Aula 1B,This module develops both theoretical understanding and hands-on skills in internet of things via weekly lab sessions.,279
5175,UNUD-ECO-906-3290C1,Anatomy III,3,University of Udine,2022-09-10,,Prof. Dr. Francesca Rinaldi,francesca.rinaldi@uniud.it,Polo Umanistico B,Foundational survey of anatomy iii. Prerequisites include basic mathematics and programming proficiency.,22
5176,UNUD-STO-878-42B54A,Agile Methods,6,University of Udine,2022-09-12,2022-11-12,Dr. Sara Rossi,sara.rossi@uniud.it,Aula Disegno,"An advanced module covering theory and practice in agile methods, with emphasis on real-world applications.",276
5177,UNUD-ECO-882-235018,Organic Chemistry,4,University of Udine,2025-12-24,2026-06-24,Dr. Alessandro Galli,alessandro.galli@uniud.it,Aula Disegno,This module develops both theoretical understanding and hands-on skills in organic chemistry via weekly lab sessions.,41
5178,UNUD-AGR-902-583A11,Computational Geometry,10,University of Udine,2024-04-04,2024-10-04,Dr. Riccardo Martini,riccardo.martini@uniud.it,Aula Magna,This module develops both theoretical understanding and hands-on skills in computational geometry via weekly lab sessions.,802
5179,UNUD-ING-888-2B9B85,Genetics,9,University of Udine,2023-12-08,2024-06-08,Dr. Beatrice Ferrara,beatrice.ferrara@uniud.it,Palazzo Florio,"Graduate-level seminar on genetics; students read papers, complete assignments and present a final project.",104
5180,UNUD-MAT-914-CEFCCB,Macroeconomics,4,University of Udine,2022-05-17,2022-07-17,X,robert.krause@tu-chemnitz.de,Laboratorio Chimica 2,"Graduate-level seminar on macroeconomics; students read papers, complete assignments and present a final project.",45
5181,UNUD-CHI-902-AF7B7F,Differential Equations,10,University of Udine,2026-01-26,2025-11-26,Dr. Riccardo Rossi,riccardo.rossi@uniud.it,Aula Magna,"Graduate-level seminar on differential equations; students read papers, complete assignments and present a final project.",160
5182,UNUD-ECO-874-433982,Probability Theory,8,University of Udine,2024-08-05,2024-11-05,Prof. Riccardo Moretti,riccardo.moretti@uniud.it,Sala Riunioni,"Graduate-level seminar on probability theory; students read papers, complete assignments and present a final project.",36
5183,UNUD-FIS-886-190D5C,Number Theory,8,University of Udine,2023-12-20,2024-04-20,Prof. Tommaso Bianchi,tommaso.bianchi@uniud.it,Biblioteca Centrale,"Graduate-level seminar on number theory; students read papers, complete assignments and present a final project.",159
5184,UNUD-CHI-897-50B657,Anatomy,8,University of Udine,2024-05-08,2024-10-08,Prof. Laura Lombardi,laura.lombardi@uniud.it,Aula 3C,Anatomy is an undergraduate course exploring foundational topics and selected case studies.,121
5185,UNUD-FIS-870-D35726,Discrete Mathematics,4,University of Udine,2022-01-02,2022-03-02,Prof. Dr. Sofia Rizzo,sofia.rizzo@uniud.it,Polo Umanistico B,Discrete Mathematics is an undergraduate course exploring foundational topics and selected case studies.,120
5186,UNUD-DIR-870-455EDC,Cybersecurity Fundamentals,9,University of Udine,2022-07-03,2022-10-03,Prof. Dr. Simone Fontana,simone.fontana@uniud.it,Polo Scientifico A,Cybersecurity Fundamentals is an undergraduate course exploring foundational topics and selected case studies.,101
5187,UNUD-MAT-899-0DA023,Phonetics,12,University of Udine,2022-05-23,2022-09-23,Dr. Sofia Mariani,sofia.mariani@uniud.it,Palazzo Florio,This module develops both theoretical understanding and hands-on skills in phonetics via weekly lab sessions.,40
5188,UNUD-MED-891-28F50F,Curriculum Design,9,University of Udine,2023-07-09,2023-12-09,Prof. Dr. Simone Barbieri,simone.barbieri@uniud.it,Polo Scientifico A,This module develops both theoretical understanding and hands-on skills in curriculum design via weekly lab sessions.,138
5189,UNUD-FIS-888-EF5FEA,Knowledge Representation,4,University of Udine,2024-03-04,2024-09-04,Dr. Martina Fontana,martina.fontana@uniud.it,Online (Teams),This module develops both theoretical understanding and hands-on skills in knowledge representation via weekly lab sessions.,177
